Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"40,370,044.00",0.04,"40,370,044.00","78,320.00",515.45,United States,New York Stock Exchange Inc.,USD,1,--
NTAP,NETAPP INC,Information Technology,Equity,"40,117,495.11",0.04,"40,117,495.11","327,677.00",122.43,United States,NASDAQ,USD,1,--
USD,USD CASH,Cash and/or Derivatives,Cash,"39,247,944.97",0.04,"39,247,944.97","39,247,945.00",100,United States,--,USD,1,--
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"39,085,807.54",0.04,"39,085,807.54","223,373.00",174.98,United States,New York Stock Exchange Inc.,USD,1,--
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"38,599,524.00",0.04,"38,599,524.00","130,140.00",296.6,United States,New York Stock Exchange Inc.,USD,1,--
CAVA,CAVA GROUP INC,Consumer Discretionary,Equity,"37,924,766.80",0.04,"37,924,766.80","268,589.00",141.2,United States,New York Stock Exchange Inc.,USD,1,--
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"36,400,887.42",0.04,"36,400,887.42","65,778.00",553.39,United States,New York Stock Exchange Inc.,USD,1,--
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"35,822,137.14",0.03,"35,822,137.14","155,979.00",229.66,United States,NASDAQ,USD,1,--
RMD,RESMED INC,Health Care,Equity,"35,231,076.99",0.03,"35,231,076.99","141,303.00",249.33,United States,New York Stock Exchange Inc.,USD,1,--
VMC,VULCAN MATERIALS,Materials,Equity,"34,785,502.18",0.03,"34,785,502.18","121,462.00",286.39,United States,New York Stock Exchange Inc.,USD,1,--
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Equity,"34,720,154.64",0.03,"34,720,154.64","247,612.00",140.22,United States,NASDAQ,USD,1,--
WING,WINGSTOP INC,Consumer Discretionary,Equity,"34,492,494.94",0.03,"34,492,494.94","104,122.00",331.27,United States,NASDAQ,USD,1,--
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"34,323,551.46",0.03,"34,323,551.46","134,618.00",254.97,United States,New York Stock Exchange Inc.,USD,1,--
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"33,828,661.80",0.03,"33,828,661.80","467,505.00",72.36,United States,NASDAQ,USD,1,--
MORN,MORNINGSTAR INC,Financials,Equity,"33,782,482.20",0.03,"33,782,482.20","94,988.00",355.65,United States,NASDAQ,USD,1,--
TPX,TEMPUR SEALY INTERNATIONAL INC,Consumer Discretionary,Equity,"33,316,114.36",0.03,"33,316,114.36","596,956.00",55.81,United States,New York Stock Exchange Inc.,USD,1,--
EME,EMCOR GROUP INC,Industrials,Equity,"33,264,121.65",0.03,"33,264,121.65","65,487.00",507.95,United States,New York Stock Exchange Inc.,USD,1,--
AAON,AAON INC,Industrials,Equity,"32,824,447.09",0.03,"32,824,447.09","241,303.00",136.03,United States,NASDAQ,USD,1,--
PCTY,PAYLOCITY HOLDING CORP,Industrials,Equity,"32,825,766.70",0.03,"32,825,766.70","156,410.00",209.87,United States,NASDAQ,USD,1,--
PEN,PENUMBRA INC,Health Care,Equity,"32,074,717.95",0.03,"32,074,717.95","131,373.00",244.15,United States,New York Stock Exchange Inc.,USD,1,--
MS,MORGAN STANLEY,Financials,Equity,"32,032,034.88",0.03,"32,032,034.88","244,128.00",131.21,United States,New York Stock Exchange Inc.,USD,1,--
ESTC,ELASTIC NV,Information Technology,Equity,"31,852,459.38",0.03,"31,852,459.38","289,226.00",110.13,United States,New York Stock Exchange Inc.,USD,1,--
ITCI,INTRA CELLULAR THERAPIES INC,Health Care,Equity,"31,739,910.86",0.03,"31,739,910.86","366,554.00",86.59,United States,NASDAQ,USD,1,--
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity,"31,139,186.64",0.03,"31,139,186.64","320,758.00",97.08,United States,NASDAQ,USD,1,--
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"30,902,920.88",0.03,"30,902,920.88","309,928.00",99.71,Peru,New York Stock Exchange Inc.,USD,1,--
SAIA,SAIA INC,Industrials,Equity,"30,865,942.20",0.03,"30,865,942.20","54,690.00",564.38,United States,NASDAQ,USD,1,--
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"30,603,003.60",0.03,"30,603,003.60","90,285.00",338.96,United States,NASDAQ,USD,1,--
ALL,ALLSTATE CORP,Financials,Equity,"30,406,569.00",0.03,"30,406,569.00","146,045.00",208.2,United States,New York Stock Exchange Inc.,USD,1,--
CI,CIGNA,Health Care,Equity,"30,382,585.00",0.03,"30,382,585.00","90,290.00",336.5,United States,New York Stock Exchange Inc.,USD,1,--
PCOR,PROCORE TECHNOLOGIES INC,Information Technology,Equity,"30,300,051.60",0.03,"30,300,051.60","372,008.00",81.45,United States,New York Stock Exchange Inc.,USD,1,--
EXEL,EXELIXIS INC,Health Care,Equity,"30,304,403.97",0.03,"30,304,403.97","843,429.00",35.93,United States,NASDAQ,USD,1,--
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"30,102,065.28",0.03,"30,102,065.28","85,673.00",351.36,United States,New York Stock Exchange Inc.,USD,1,--
NRG,NRG ENERGY INC,Utilities,Equity,"29,806,830.46",0.03,"29,806,830.46","301,414.00",98.89,United States,New York Stock Exchange Inc.,USD,1,--
DVA,DAVITA INC,Health Care,Equity,"29,614,809.63",0.03,"29,614,809.63","178,801.00",165.63,United States,New York Stock Exchange Inc.,USD,1,--
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"29,233,682.03",0.03,"29,233,682.03","405,629.00",72.07,United States,New York Stock Exchange Inc.,USD,1,--
HPQ,HP INC,Information Technology,Equity,"29,185,695.62",0.03,"29,185,695.62","842,057.00",34.66,United States,New York Stock Exchange Inc.,USD,1,--
TREX,TREX INC,Industrials,Equity,"28,503,489.51",0.03,"28,503,489.51","382,957.00",74.43,United States,New York Stock Exchange Inc.,USD,1,--
HAS,HASBRO INC,Consumer Discretionary,Equity,"27,660,408.82",0.03,"27,660,408.82","432,938.00",63.89,United States,NASDAQ,USD,1,--
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity,"27,399,289.74",0.03,"27,399,289.74","364,886.00",75.09,United States,New York Stock Exchange Inc.,USD,1,--
EXP,EAGLE MATERIALS INC,Materials,Equity,"27,350,447.93",0.03,"27,350,447.93","89,401.00",305.93,United States,New York Stock Exchange Inc.,USD,1,--
CFLT,CONFLUENT INC CLASS A,Information Technology,Equity,"26,903,556.48",0.03,"26,903,556.48","880,064.00",30.57,United States,NASDAQ,USD,1,--
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"26,859,932.12",0.03,"26,859,932.12","133,049.00",201.88,United States,New York Stock Exchange Inc.,USD,1,--
GTLB,GITLAB INC CLASS A,Information Technology,Equity,"26,708,976.80",0.03,"26,708,976.80","418,636.00",63.8,United States,NASDAQ,USD,1,--
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"26,629,301.79",0.03,"26,629,301.79","113,321.00",234.99,United States,New York Stock Exchange Inc.,USD,1,--
SMAR,SMARTSHEET INC CLASS A,Information Technology,Equity,"26,617,304.00",0.03,"26,617,304.00","475,309.00",56,United States,New York Stock Exchange Inc.,USD,1,--
GLOB,GLOBANT SA,Information Technology,Equity,"25,658,639.90",0.02,"25,658,639.90","111,778.00",229.55,United States,New York Stock Exchange Inc.,USD,1,--
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity,"25,052,892.70",0.02,"25,052,892.70","217,946.00",114.95,United States,New York Stock Exchange Inc.,USD,1,--
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,"24,592,409.82",0.02,"24,592,409.82","500,049.00",49.18,United States,NASDAQ,USD,1,--
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"24,292,134.65",0.02,"24,292,134.65","191,051.00",127.15,United States,New York Stock Exchange Inc.,USD,1,--
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"23,562,512.18",0.02,"23,562,512.18","31,214.00",754.87,United States,NASDAQ,USD,1,--
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"23,530,754.50",0.02,"23,530,754.50","48,071.00",489.5,United States,New York Stock Exchange Inc.,USD,1,--
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"23,466,685.44",0.02,"23,466,685.44","416,667.00",56.32,United States,NASDAQ,USD,1,--
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity,"23,041,228.94",0.02,"23,041,228.94","259,678.00",88.73,United States,NASDAQ,USD,1,--
EFX,EQUIFAX INC,Industrials,Equity,"23,001,697.35",0.02,"23,001,697.35","88,065.00",261.19,United States,New York Stock Exchange Inc.,USD,1,--
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"22,296,003.72",0.02,"22,296,003.72","163,893.00",136.04,United States,NASDAQ,USD,1,--
AVY,AVERY DENNISON CORP,Materials,Equity,"22,070,242.15",0.02,"22,070,242.15","107,581.00",205.15,United States,New York Stock Exchange Inc.,USD,1,--
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"21,886,243.20",0.02,"21,886,243.20","295,920.00",73.96,United States,New York Stock Exchange Inc.,USD,1,--
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"21,835,284.50",0.02,"21,835,284.50","242,345.00",90.1,United States,NASDAQ,USD,1,--
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,Equity,"21,176,957.64",0.02,"21,176,957.64","256,566.00",82.54,United States,NASDAQ,USD,1,--
CNM,CORE & MAIN INC CLASS A,Industrials,Equity,"21,108,389.26",0.02,"21,108,389.26","448,066.00",47.11,United States,New York Stock Exchange Inc.,USD,1,--
LAZ,LAZARD INC,Financials,Equity,"20,908,550.52",0.02,"20,908,550.52","362,241.00",57.72,United States,New York Stock Exchange Inc.,USD,1,--
APPF,APPFOLIO INC CLASS A,Information Technology,Equity,"20,527,789.56",0.02,"20,527,789.56","80,558.00",254.82,United States,NASDAQ,USD,1,--
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,"20,532,864.82",0.02,"20,532,864.82","112,657.00",182.26,United States,New York Stock Exchange Inc.,USD,1,--
VKTX,VIKING THERAPEUTICS INC,Health Care,Equity,"20,464,253.22",0.02,"20,464,253.22","375,422.00",54.51,United States,NASDAQ,USD,1,--
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"20,261,496.64",0.02,"20,261,496.64","42,896.00",472.34,United States,New York Stock Exchange Inc.,USD,1,--
INSP,INSPIRE MEDICAL SYSTEMS INC,Health Care,Equity,"20,169,986.00",0.02,"20,169,986.00","103,969.00",194,United States,New York Stock Exchange Inc.,USD,1,--
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"19,398,142.40",0.02,"19,398,142.40","101,881.00",190.4,United States,New York Stock Exchange Inc.,USD,1,--
OKTA,OKTA INC CLASS A,Information Technology,Equity,"19,377,742.98",0.02,"19,377,742.98","253,569.00",76.42,United States,NASDAQ,USD,1,--
MKL,MARKEL GROUP INC,Financials,Equity,"19,347,022.18",0.02,"19,347,022.18","10,838.00","1,785.11",United States,New York Stock Exchange Inc.,USD,1,--
PATH,UIPATH INC CLASS A,Information Technology,Equity,"19,102,545.68",0.02,"19,102,545.68","1,355,752.00",14.09,United States,New York Stock Exchange Inc.,USD,1,--
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"18,995,313.60",0.02,"18,995,313.60","152,720.00",124.38,United States,New York Stock Exchange Inc.,USD,1,--
